event_type,curve,fpr,tpr,auc
hypotension,clinic_apparent,0.7333333333333333,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.735593220338983,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7401129943502824,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7423728813559322,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7446327683615819,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7468926553672316,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7480225988700565,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7502824858757062,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7548022598870057,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7570621468926554,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7593220338983051,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7615819209039548,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7706214689265537,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7728813559322034,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7774011299435029,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7796610169491526,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7864406779661017,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.7887005649717514,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.8169491525423729,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.8192090395480226,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.8225988700564971,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.8271186440677966,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.8282485875706215,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.8305084745762712,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.8350282485875706,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.8372881355932204,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.8451977401129943,0.9696969696969697,0.7505050505050506
hypotension,clinic_apparent,0.8451977401129943,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.8598870056497175,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.8621468926553673,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.8768361581920904,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.8790960451977401,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.8836158192090395,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.8858757062146893,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.888135593220339,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.8903954802259887,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.8983050847457628,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9005649717514125,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9016949152542373,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.903954802259887,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9163841807909604,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9186440677966101,0.9848484848484849,0.7505050505050506
